"","","","/表章項目","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】"
"","","","/性別","総数","総数","総数","男","男","男","女","女","女"
"国籍","時間軸（年次）","地域","/年齢","15～19歳","20～24歳","25～29歳","15～19歳","20～24歳","25～29歳","15～19歳","20～24歳","25～29歳"
"日本人移動者","2021年","和気郡","","9","-30","-42","11","-14","-19","-2","-16","-23"
"日本人移動者","2021年","都窪郡","","-11","-15","16","-9","-3","6","-2","-12","10"
"日本人移動者","2021年","浅口郡","","-24","-31","-4","-18","-8","2","-6","-23","-6"
"日本人移動者","2021年","小田郡","","-13","-32","-11","-6","-10","2","-7","-22","-13"
"日本人移動者","2021年","真庭郡","","-4","-2","-3","0","0","-1","-4","-2","-2"
"日本人移動者","2021年","苫田郡","","-12","-32","0","-5","-16","5","-7","-16","-5"
"日本人移動者","2021年","勝田郡","","26","-69","-21","24","-34","-26","2","-35","5"
"日本人移動者","2021年","英田郡","","-3","-7","3","0","-4","3","-3","-3","0"
"日本人移動者","2021年","久米郡","","-23","-36","-34","-19","-15","-16","-4","-21","-18"
"日本人移動者","2021年","加賀郡","","-20","-41","-8","-16","-18","-1","-4","-23","-7"
"日本人移動者","2021年","広島県市部","","-2","-2,502","-972","208","-1,192","-534","-210","-1,310","-438"
"日本人移動者","2021年","広島県郡部","","-69","-200","307","-50","-138","120","-19","-62","187"
"日本人移動者","2021年","広島市","","126","15","-216","105","-14","-77","21","29","-139"
"日本人移動者","2021年","呉市","","119","-523","-445","131","-269","-235","-12","-254","-210"
"日本人移動者","2021年","竹原市","","-14","-80","-27","-2","-26","-13","-12","-54","-14"
"日本人移動者","2021年","三原市","","-43","-215","-99","-34","-97","-50","-9","-118","-49"
"日本人移動者","2021年","尾道市","","-75","-385","-104","-46","-195","-81","-29","-190","-23"
"日本人移動者","2021年","福山市","","-119","-386","3","-13","-190","-4","-106","-196","7"
"日本人移動者","2021年","府中市","","-45","-130","-63","-26","-48","-38","-19","-82","-25"
"日本人移動者","2021年","三次市","","-87","-95","-52","-47","-38","-14","-40","-57","-38"
"日本人移動者","2021年","庄原市","","-37","-108","-11","-27","-43","0","-10","-65","-11"
"日本人移動者","2021年","大竹市","","19","-11","-58","20","-17","-39","-1","6","-19"
"日本人移動者","2021年","東広島市","","290","-272","170","226","-82","55","64","-190","115"
"日本人移動者","2021年","廿日市市","","-81","-198","-29","-55","-114","-23","-26","-84","-6"
"日本人移動者","2021年","安芸高田市","","-32","-77","-28","-13","-39","-16","-19","-38","-12"
"日本人移動者","2021年","江田島市","","-23","-37","-13","-11","-20","1","-12","-17","-14"
"日本人移動者","2021年","安芸郡","","-73","21","361","-57","7","157","-16","14","204"
"日本人移動者","2021年","山県郡","","-24","-74","-43","-18","-39","-30","-6","-35","-13"
"日本人移動者","2021年","豊田郡","","58","-92","-2","42","-76","1","16","-16","-3"
"日本人移動者","2021年","世羅郡","","-12","-41","5","-8","-21","-2","-4","-20","7"
"日本人移動者","2021年","神石郡","","-18","-14","-14","-9","-9","-6","-9","-5","-8"
"日本人移動者","2021年","山口県市部","","-456","-2,089","-320","-212","-942","-217","-244","-1,147","-103"
"日本人移動者","2021年","山口県郡部","","-73","-124","-83","-25","-42","-42","-48","-82","-41"
"日本人移動者","2021年","下関市","","-112","-408","-211","-53","-206","-124","-59","-202","-87"
"日本人移動者","2021年","宇部市","","28","-130","-70","11","-81","-52","17","-49","-18"
"日本人移動者","2021年","山口市","","141","-445","31","49","-221","14","92","-224","17"
"日本人移動者","2021年","萩市","","-20","-154","2","-8","-38","-6","-12","-116","8"
"日本人移動者","2021年","防府市","","-13","-122","-47","36","-53","-40","-49","-69","-7"
"日本人移動者","2021年","下松市","","-60","-5","157","-13","18","85","-47","-23","72"
"日本人移動者","2021年","岩国市","","-158","-199","-56","-105","-62","-17","-53","-137","-39"
"日本人移動者","2021年","光市","","-84","-58","-1","-60","-36","7","-24","-22","-8"
"日本人移動者","2021年","長門市","","-59","-87","-31","-38","-45","-20","-21","-42","-11"
"日本人移動者","2021年","柳井市","","-35","-37","-37","-18","-37","-11","-17","0","-26"
"日本人移動者","2021年","美祢市","","-61","-78","-47","-35","-30","-20","-26","-48","-27"
"日本人移動者","2021年","周南市","","-85","-187","1","-23","-56","-37","-62","-131","38"
"日本人移動者","2021年","山陽小野田市","","62","-179","-11","45","-95","4","17","-84","-15"
"日本人移動者","2021年","大島郡","","-6","-57","-14","10","-19","-4","-16","-38","-10"
"日本人移動者","2021年","玖珂郡","","-7","-11","3","-6","-3","3","-1","-8","0"
"日本人移動者","2021年","熊毛郡","","-51","-48","-71","-23","-16","-41","-28","-32","-30"
"日本人移動者","2021年","阿武郡","","-9","-8","-1","-6","-4","0","-3","-4","-1"
"日本人移動者","2021年","徳島県市部","","-224","-805","-333","-152","-303","-196","-72","-502","-137"
"日本人移動者","2021年","徳島県郡部","","-120","-352","12","-54","-156","37","-66","-196","-25"
"日本人移動者","2021年","徳島市","","58","-124","22","10","-25","-39","48","-99","61"
"日本人移動者","2021年","鳴門市","","-37","-136","-84","-17","-58","-27","-20","-78","-57"
"日本人移動者","2021年","小松島市","","-2","-66","-69","-4","-34","-30","2","-32","-39"
"日本人移動者","2021年","阿南市","","-85","-152","-98","-39","-64","-58","-46","-88","-40"
"日本人移動者","2021年","吉野川市","","-28","-100","-42","-22","-41","-22","-6","-59","-20"
"日本人移動者","2021年","阿波市","","-32","-81","-34","-18","-40","-3","-14","-41","-31"
"日本人移動者","2021年","美馬市","","-50","-64","-30","-40","-10","-24","-10","-54","-6"
"日本人移動者","2021年","三好市","","-48","-82","2","-22","-31","7","-26","-51","-5"
"日本人移動者","2021年","勝浦郡","","-4","-6","-12","-2","-3","-11","-2","-3","-1"
"日本人移動者","2021年","名東郡","","-5","0","-3","-4","-1","-2","-1","1","-1"
"日本人移動者","2021年","名西郡","","-23","-53","-21","-10","-29","-10","-13","-24","-11"
"日本人移動者","2021年","那賀郡","","-9","-22","-3","2","-7","-3","-11","-15","0"
"日本人移動者","2021年","海部郡","","-16","-54","-11","-11","-25","0","-5","-29","-11"
"日本人移動者","2021年","板野郡","","-41","-141","83","-12","-60","74","-29","-81","9"
"日本人移動者","2021年","美馬郡","","-9","-30","-12","-6","-14","-1","-3","-16","-11"
"日本人移動者","2021年","三好郡","","-13","-46","-9","-11","-17","-10","-2","-29","1"
"日本人移動者","2021年","香川県市部","","-467","-881","-288","-247","-326","-192","-220","-555","-96"
"日本人移動者","2021年","香川県郡部","","-111","-323","-83","-71","-139","-49","-40","-184","-34"
"日本人移動者","2021年","高松市","","-291","-215","0","-185","-28","-8","-106","-187","8"
"日本人移動者","2021年","丸亀市","","-36","-81","52","-19","-33","15","-17","-48","37"
"日本人移動者","2021年","坂出市","","-35","-39","-58","-21","6","-27","-14","-45","-31"
"日本人移動者","2021年","善通寺市","","52","-76","-28","52","-51","-23","0","-25","-5"
"日本人移動者","2021年","観音寺市","","-55","-65","-68","-24","-22","-49","-31","-43","-19"
"日本人移動者","2021年","さぬき市","","-8","-153","-65","5","-72","-26","-13","-81","-39"
"日本人移動者","2021年","東かがわ市","","-24","-84","-48","-20","-44","-20","-4","-40","-28"
"日本人移動者","2021年","三豊市","","-70","-168","-73","-35","-82","-54","-35","-86","-19"
"日本人移動者","2021年","小豆郡","","-40","-76","-26","-24","-37","-9","-16","-39","-17"
"日本人移動者","2021年","木田郡","","-3","-69","-29","-3","-23","-26","0","-46","-3"
"日本人移動者","2021年","香川郡","","1","12","-5","2","8","-6","-1","4","1"
"日本人移動者","2021年","綾歌郡","","-45","-79","21","-36","-42","13","-9","-37","8"
"日本人移動者","2021年","仲多度郡","","-24","-111","-44","-10","-45","-21","-14","-66","-23"
"日本人移動者","2021年","愛媛県市部","","-1,074","-1,619","-222","-672","-754","-84","-402","-865","-138"
"日本人移動者","2021年","愛媛県郡部","","-100","-336","-39","-28","-132","-25","-72","-204","-14"
"日本人移動者","2021年","松山市","","-155","-406","-82","-193","-235","-12","38","-171","-70"
"日本人移動者","2021年","今治市","","-199","-273","-87","-137","-107","-44","-62","-166","-43"
"日本人移動者","2021年","宇和島市","","-177","-149","-51","-95","-48","-39","-82","-101","-12"
"日本人移動者","2021年","八幡浜市","","-74","-65","-18","-45","-21","-20","-29","-44","2"
"日本人移動者","2021年","新居浜市","","-123","-47","44","-45","2","24","-78","-49","20"
"日本人移動者","2021年","西条市","","-135","-146","20","-68","-78","12","-67","-68","8"
"日本人移動者","2021年","大洲市","","-37","-136","-21","-17","-71","0","-20","-65","-21"
"日本人移動者","2021年","伊予市","","-41","-118","-22","-21","-68","-11","-20","-50","-11"
"日本人移動者","2021年","四国中央市","","-16","-175","16","13","-71","10","-29","-104","6"
"日本人移動者","2021年","西予市","","-92","-86","-4","-42","-54","-1","-50","-32","-3"
"日本人移動者","2021年","東温市","","-25","-18","-17","-22","-3","-3","-3","-15","-14"
"日本人移動者","2021年","越智郡","","77","-35","-7","69","-28","-9","8","-7","2"
"日本人移動者","2021年","上浮穴郡","","-15","-19","-6","-2","-4","2","-13","-15","-8"
"日本人移動者","2021年","伊予郡","","-70","-74","-43","-44","-31","-12","-26","-43","-31"
"日本人移動者","2021年","喜多郡","","-27","-56","-1","-15","-22","-7","-12","-34","6"
"日本人移動者","2021年","西宇和郡","","0","-33","-1","3","-6","-3","-3","-27","2"
"日本人移動者","2021年","北宇和郡","","-29","-41","12","-14","-17","6","-15","-24","6"
"日本人移動者","2021年","南宇和郡","","-36","-78","7","-25","-24","-2","-11","-54","9"
"日本人移動者","2021年","高知県市部","","-146","-888","-121","-33","-358","-72","-113","-530","-49"
"日本人移動者","2021年","高知県郡部","","-212","-254","-108","-133","-90","-61","-79","-164","-47"
"日本人移動者","2021年","高知市","","-41","-389","-166","-4","-149","-86","-37","-240","-80"
"日本人移動者","2021年","室戸市","","-24","-23","-3","-10","0","-2","-14","-23","-1"
"日本人移動者","2021年","安芸市","","-21","-30","4","-11","-13","0","-10","-17","4"
"日本人移動者","2021年","南国市","","25","-119","36","5","-75","30","20","-44","6"
"日本人移動者","2021年","土佐市","","-35","-8","27","-21","8","10","-14","-16","17"
"日本人移動者","2021年","須崎市","","-46","-49","-17","-33","-6","-10","-13","-43","-7"
"日本人移動者","2021年","宿毛市","","-27","-38","-16","-13","-13","-7","-14","-25","-9"
"日本人移動者","2021年","土佐清水市","","-27","-54","-26","-16","-22","-17","-11","-32","-9"
"日本人移動者","2021年","四万十市","","-65","-45","25","-37","-12","14","-28","-33","11"
"日本人移動者","2021年","香南市","","18","-86","25","24","-54","5","-6","-32","20"
"日本人移動者","2021年","香美市","","97","-47","-10","83","-22","-9","14","-25","-1"
"日本人移動者","2021年","安芸郡","","-13","-29","-21","-9","-11","-15","-4","-18","-6"
"日本人移動者","2021年","長岡郡","","9","-1","-10","4","-2","-7","5","1","-3"
"日本人移動者","2021年","土佐郡","","-21","-1","-1","-16","-5","1","-5","4","-2"
"日本人移動者","2021年","吾川郡","","-49","-60","-50","-29","-19","-16","-20","-41","-34"
"日本人移動者","2021年","高岡郡","","-106","-120","-19","-59","-41","-15","-47","-79","-4"
"日本人移動者","2021年","幡多郡","","-32","-43","-7","-24","-12","-9","-8","-31","2"
"日本人移動者","2021年","福岡県市部","","2,132","930","128","835","-341","143","1,297","1,271","-15"
"日本人移動者","2021年","福岡県郡部","","-277","-800","43","-135","-385","1","-142","-415","42"
"日本人移動者","2021年","北九州市","","390","-775","-579","232","-475","-331","158","-300","-248"
"日本人移動者","2021年","福岡市","","2,140","4,897","1,110","963","1,787","675","1,177","3,110","435"
"日本人移動者","2021年","大牟田市","","-39","-211","-101","-24","-94","-54","-15","-117","-47"
"日本人移動者","2021年","久留米市","","-43","-206","-186","8","-148","-119","-51","-58","-67"
"日本人移動者","2021年","直方市","","-19","-23","52","-16","-8","15","-3","-15","37"
"日本人移動者","2021年","飯塚市","","117","-162","-72","87","-91","-10","30","-71","-62"
"日本人移動者","2021年","田川市","","19","-67","-8","6","-45","-6","13","-22","-2"
"日本人移動者","2021年","柳川市","","-30","-181","-90","-40","-72","-51","10","-109","-39"
"日本人移動者","2021年","八女市","","-79","-124","50","-46","-71","19","-33","-53","31"
"日本人移動者","2021年","筑後市","","-57","-62","-21","-41","-20","-4","-16","-42","-17"
"日本人移動者","2021年","大川市","","101","-60","-91","20","-29","-29","81","-31","-62"
"日本人移動者","2021年","行橋市","","-52","-23","34","-38","2","37","-14","-25","-3"
"日本人移動者","2021年","豊前市","","-45","-84","-15","-27","-47","-3","-18","-37","-12"
"日本人移動者","2021年","中間市","","-22","-42","-74","-18","-12","-39","-4","-30","-35"
"日本人移動者","2021年","小郡市","","4","-213","-52","-10","-109","-24","14","-104","-28"
"日本人移動者","2021年","筑紫野市","","50","-183","200","19","-95","66","31","-88","134"
"日本人移動者","2021年","春日市","","-31","-196","-23","-45","-115","-18","14","-81","-5"
"日本人移動者","2021年","大野城市","","-38","-160","113","-18","-76","49","-20","-84","64"
"日本人移動者","2021年","宗像市","","44","-153","3","11","-29","13","33","-124","-10"
"日本人移動者","2021年","太宰府市","","21","-140","19","-8","-74","4","29","-66","15"
"日本人移動者","2021年","古賀市","","35","-72","-61","22","-40","-17","13","-32","-44"
"日本人移動者","2021年","福津市","","-28","-1","104","-20","-28","57","-8","27","47"
"日本人移動者","2021年","うきは市","","-45","-66","24","-28","-35","13","-17","-31","11"
"日本人移動者","2021年","宮若市","","-4","-56","-11","10","-24","-1","-14","-32","-10"
"日本人移動者","2021年","嘉麻市","","-63","-82","-27","-34","-25","-11","-29","-57","-16"
"日本人移動者","2021年","朝倉市","","-38","-106","-92","-31","-73","-45","-7","-33","-47"
"日本人移動者","2021年","みやま市","","-39","-109","-54","-30","-49","-10","-9","-60","-44"
"日本人移動者","2021年","糸島市","","-47","-293","5","-19","-180","-4","-28","-113","9"
"日本人移動者","2021年","那珂川市","","-70","-117","-29","-50","-66","-29","-20","-51","0"
"日本人移動者","2021年","糟屋郡","","-101","-137","191","-65","-97","130","-36","-40","61"
"日本人移動者","2021年","遠賀郡","","-10","-125","-26","9","-64","-36","-19","-61","10"
"日本人移動者","2021年","鞍手郡","","-24","-46","-51","-19","-24","-27","-5","-22","-24"
"日本人移動者","2021年","嘉穂郡","","-4","-25","0","-2","-14","-5","-2","-11","5"
"日本人移動者","2021年","朝倉郡","","-38","-50","53","-23","-20","24","-15","-30","29"
"日本人移動者","2021年","三井郡","","-13","8","-11","-9","6","-17","-4","2","6"
"日本人移動者","2021年","三潴郡","","-15","-41","-19","-16","-19","-5","1","-22","-14"
"日本人移動者","2021年","八女郡","","-4","-47","-17","-1","-12","-12","-3","-35","-5"
"日本人移動者","2021年","田川郡","","-89","-252","-84","-47","-119","-37","-42","-133","-47"
"日本人移動者","2021年","京都郡","","28","-4","41","37","22","18","-9","-26","23"
"日本人移動者","2021年","築上郡","","-7","-81","-34","1","-44","-32","-8","-37","-2"
"日本人移動者","2021年","佐賀県市部","","-792","-765","-181","-502","-246","-89","-290","-519","-92"
"日本人移動者","2021年","佐賀県郡部","","-115","-233","1","-63","-128","30","-52","-105","-29"
"日本人移動者","2021年","佐賀市","","-125","-153","-151","-105","-40","-82","-20","-113","-69"
"日本人移動者","2021年","唐津市","","-214","-237","-73","-124","-66","-52","-90","-171","-21"
"日本人移動者","2021年","鳥栖市","","-43","40","66","-31","18","43","-12","22","23"
"日本人移動者","2021年","多久市","","-26","-24","-8","-14","-18","-10","-12","-6","2"
"日本人移動者","2021年","伊万里市","","-85","-59","33","-40","-2","22","-45","-57","11"
"日本人移動者","2021年","武雄市","","-103","-65","-38","-64","-6","-25","-39","-59","-13"
"日本人移動者","2021年","鹿島市","","-56","-46","-2","-30","-23","-3","-26","-23","1"
"日本人移動者","2021年","小城市","","-50","-76","1","-35","-40","11","-15","-36","-10"
"日本人移動者","2021年","嬉野市","","-63","-76","-8","-38","-36","3","-25","-40","-11"
"日本人移動者","2021年","神埼市","","-27","-69","-1","-21","-33","4","-6","-36","-5"
"日本人移動者","2021年","神埼郡","","16","-8","-10","12","-1","-12","4","-7","2"
"日本人移動者","2021年","三養基郡","","-39","-57","46","-36","-42","40","-3","-15","6"
"日本人移動者","2021年","東松浦郡","","3","-22","-15","11","-7","-13","-8","-15","-2"
"日本人移動者","2021年","西松浦郡","","-41","-64","-2","-18","-28","4","-23","-36","-6"
"日本人移動者","2021年","杵島郡","","-42","-60","-3","-23","-39","22","-19","-21","-25"
"日本人移動者","2021年","藤津郡","","-12","-22","-15","-9","-11","-11","-3","-11","-4"
"日本人移動者","2021年","長崎県市部","","-1,670","-1,807","-320","-838","-779","-144","-832","-1,028","-176"
"日本人移動者","2021年","長崎県郡部","","-355","-425","-24","-254","-162","-29","-101","-263","5"
"日本人移動者","2021年","長崎市","","-418","-630","-341","-231","-282","-146","-187","-348","-195"
"日本人移動者","2021年","佐世保市","","-119","-409","-149","-5","-203","-92","-114","-206","-57"
"日本人移動者","2021年","島原市","","-148","-25","-26","-106","0","-12","-42","-25","-14"
"日本人移動者","2021年","諫早市","","-177","-119","120","-111","-12","93","-66","-107","27"
"日本人移動者","2021年","大村市","","-126","-12","92","-53","-10","48","-73","-2","44"
"日本人移動者","2021年","平戸市","","-61","-28","-12","-23","-16","-12","-38","-12","0"
"日本人移動者","2021年","松浦市","","-62","-57","-31","-38","-24","-18","-24","-33","-13"
"日本人移動者","2021年","対馬市","","-103","-50","16","-53","-21","-1","-50","-29","17"
"日本人移動者","2021年","壱岐市","","-82","-78","24","-45","-44","6","-37","-34","18"
"日本人移動者","2021年","五島市","","-144","-80","20","-63","-37","13","-81","-43","7"
"日本人移動者","2021年","西海市","","-25","-67","-17","3","-30","-14","-28","-37","-3"
"日本人移動者","2021年","雲仙市","","-84","-78","11","-38","-32","1","-46","-46","10"
"日本人移動者","2021年","南島原市","","-121","-174","-27","-75","-68","-10","-46","-106","-17"
"日本人移動者","2021年","西彼杵郡","","-141","-252","-52","-135","-102","-41","-6","-150","-11"
"日本人移動者","2021年","東彼杵郡","","-90","-84","-22","-49","-34","-8","-41","-50","-14"
"日本人移動者","2021年","北松浦郡","","-42","-49","32","-24","-18","11","-18","-31","21"
"日本人移動者","2021年","南松浦郡","","-82","-40","18","-46","-8","9","-36","-32","9"
"日本人移動者","2021年","熊本県市部","","-899","-1,310","-86","-617","-669","-36","-282","-641","-50"
"日本人移動者","2021年","熊本県郡部","","-534","-345","112","-315","-24","26","-219","-321","86"
"日本人移動者","2021年","熊本市","","194","-283","85","72","-298","35","122","15","50"
"日本人移動者","2021年","八代市","","-141","-142","-71","-83","-48","-29","-58","-94","-42"
"日本人移動者","2021年","人吉市","","-111","-2","27","-47","8","21","-64","-10","6"
"日本人移動者","2021年","荒尾市","","-79","-128","8","-47","-41","24","-32","-87","-16"
"日本人移動者","2021年","水俣市","","-73","-37","-53","-38","-12","-19","-35","-25","-34"
"日本人移動者","2021年","玉名市","","-51","-171","-2","-55","-51","0","4","-120","-2"
"日本人移動者","2021年","山鹿市","","-77","-83","-69","-55","-45","-41","-22","-38","-28"
"日本人移動者","2021年","菊池市","","-74","-60","-66","-44","-36","-33","-30","-24","-33"
"日本人移動者","2021年","宇土市","","-60","-55","-20","-36","-30","-4","-24","-25","-16"
"日本人移動者","2021年","上天草市","","-52","-83","-44","-38","-26","-28","-14","-57","-16"
"日本人移動者","2021年","宇城市","","-68","-75","12","-51","-18","-6","-17","-57","18"
"日本人移動者","2021年","阿蘇市","","-36","-9","-8","-24","-3","-8","-12","-6","0"
"日本人移動者","2021年","天草市","","-200","-153","-57","-129","-43","-31","-71","-110","-26"
"日本人移動者","2021年","合志市","","-71","-29","172","-42","-26","83","-29","-3","89"
"日本人移動者","2021年","下益城郡","","-17","-28","-17","-6","-9","-13","-11","-19","-4"
"日本人移動者","2021年","玉名郡","","-59","-123","-76","-36","-49","-46","-23","-74","-30"
"日本人移動者","2021年","菊池郡","","-57","178","223","-22","172","111","-35","6","112"
"日本人移動者","2021年","阿蘇郡","","-53","-91","-20","-35","-41","-10","-18","-50","-10"
"日本人移動者","2021年","上益城郡","","-70","-81","58","-44","-26","23","-26","-55","35"
"日本人移動者","2021年","八代郡","","-27","-26","-6","-16","-7","-6","-11","-19","0"
"日本人移動者","2021年","葦北郡","","-38","-45","-2","-25","-14","-2","-13","-31","0"
"日本人移動者","2021年","球磨郡","","-194","-111","-22","-123","-48","-18","-71","-63","-4"
"日本人移動者","2021年","天草郡","","-19","-18","-26","-8","-2","-13","-11","-16","-13"
"日本人移動者","2021年","大分県市部","","-536","-1,419","-181","-247","-676","-136","-289","-743","-45"
"日本人移動者","2021年","大分県郡部","","-45","-130","5","-14","-49","16","-31","-81","-11"
"日本人移動者","2021年","大分市","","-128","-310","153","-47","-186","44","-81","-124","109"
"日本人移動者","2021年","別府市","","162","-161","-6","86","-130","-36","76","-31","30"
"日本人移動者","2021年","中津市","","-94","-17","-1","-31","36","-1","-63","-53","0"
"日本人移動者","2021年","日田市","","-116","-139","-42","-91","-60","-14","-25","-79","-28"
"日本人移動者","2021年","佐伯市","","-86","-185","-35","-49","-77","-11","-37","-108","-24"
"日本人移動者","2021年","臼杵市","","-54","-86","-16","-22","-40","-4","-32","-46","-12"
"日本人移動者","2021年","津久見市","","-26","-41","-12","-3","-27","-7","-23","-14","-5"
"日本人移動者","2021年","竹田市","","-3","-35","-33","-5","-21","-12","2","-14","-21"
"日本人移動者","2021年","豊後高田市","","-17","-43","14","-12","-19","20","-5","-24","-6"
"日本人移動者","2021年","杵築市","","-41","-72","-49","-20","-27","-14","-21","-45","-35"
"日本人移動者","2021年","宇佐市","","-53","-142","-48","-8","-67","-21","-45","-75","-27"
"日本人移動者","2021年","豊後大野市","","-66","-68","-49","-42","-14","-22","-24","-54","-27"
"日本人移動者","2021年","由布市","","27","-51","-19","22","-28","-37","5","-23","18"
"日本人移動者","2021年","国東市","","-41","-69","-38","-25","-16","-21","-16","-53","-17"
"日本人移動者","2021年","東国東郡","","-4","-6","1","-2","-4","-1","-2","-2","2"
"日本人移動者","2021年","速見郡","","-27","-71","20","-16","-24","19","-11","-47","1"
"日本人移動者","2021年","玖珠郡","","-14","-53","-16","4","-21","-2","-18","-32","-14"
"日本人移動者","2021年","宮崎県市部","","-1,242","-1,086","21","-680","-360","-48","-562","-726","69"
"日本人移動者","2021年","宮崎県郡部","","-404","-385","30","-214","-167","18","-190","-218","12"
"日本人移動者","2021年","宮崎市","","-256","-380","66","-155","-137","16","-101","-243","50"
"日本人移動者","2021年","都城市","","-204","-146","67","-104","-51","53","-100","-95","14"
"日本人移動者","2021年","延岡市","","-258","-119","-37","-146","-25","-54","-112","-94","17"
"日本人移動者","2021年","日南市","","-83","-111","-23","-44","-52","-10","-39","-59","-13"
"日本人移動者","2021年","小林市","","-91","-117","-22","-46","-51","-16","-45","-66","-6"
"日本人移動者","2021年","日向市","","-183","-41","-7","-101","18","-18","-82","-59","11"
"日本人移動者","2021年","串間市","","-48","-35","12","-19","-22","-2","-29","-13","14"
"日本人移動者","2021年","西都市","","-90","-76","-22","-49","-22","-10","-41","-54","-12"
"日本人移動者","2021年","えびの市","","-29","-61","-13","-16","-18","-7","-13","-43","-6"
"日本人移動者","2021年","北諸県郡","","-59","-55","28","-30","-26","12","-29","-29","16"
"日本人移動者","2021年","西諸県郡","","-24","-4","7","-14","-5","1","-10","1","6"
"日本人移動者","2021年","東諸県郡","","-52","-44","1","-36","-25","-1","-16","-19","2"
"日本人移動者","2021年","児湯郡","","-91","-201","-14","-41","-80","-17","-50","-121","3"
"日本人移動者","2021年","東臼杵郡","","-67","-33","8","-38","-10","21","-29","-23","-13"
"日本人移動者","2021年","西臼杵郡","","-111","-48","0","-55","-21","2","-56","-27","-2"
"日本人移動者","2021年","鹿児島県市部","","-2,059","-1,231","-75","-1,204","-475","41","-855","-756","-116"
"日本人移動者","2021年","鹿児島県郡部","","-778","-127","8","-447","-8","1","-331","-119","7"
"日本人移動者","2021年","鹿児島市","","-262","-23","-105","-234","-80","25","-28","57","-130"
"日本人移動者","2021年","鹿屋市","","-258","-93","22","-128","-11","1","-130","-82","21"
"日本人移動者","2021年","枕崎市","","-56","-62","-26","-36","-34","-15","-20","-28","-11"
"日本人移動者","2021年","阿久根市","","-55","-105","-13","-25","-47","-6","-30","-58","-7"
"日本人移動者","2021年","出水市","","-129","-72","-10","-88","-22","-16","-41","-50","6"
"日本人移動者","2021年","指宿市","","-94","-85","-25","-53","-19","6","-41","-66","-31"
"日本人移動者","2021年","西之表市","","-86","23","-23","-46","17","-13","-40","6","-10"
"日本人移動者","2021年","垂水市","","-20","-32","-20","-11","-10","-16","-9","-22","-4"
"日本人移動者","2021年","薩摩川内市","","-113","-6","101","-53","43","55","-60","-49","46"
"日本人移動者","2021年","日置市","","-57","-164","9","-12","-86","2","-45","-78","7"
"日本人移動者","2021年","曽於市","","-80","-76","-49","-55","-22","-24","-25","-54","-25"
"日本人移動者","2021年","霧島市","","-96","-138","26","-42","-79","18","-54","-59","8"
"日本人移動者","2021年","いちき串木野市","","-50","-49","-32","-26","-23","-13","-24","-26","-19"
"日本人移動者","2021年","南さつま市","","-6","-109","-3","-48","-14","9","42","-95","-12"
"日本人移動者","2021年","志布志市","","-79","-32","-23","-36","-1","-15","-43","-31","-8"
"日本人移動者","2021年","奄美市","","-242","19","18","-113","4","-4","-129","15","22"
"日本人移動者","2021年","南九州市","","-128","-77","-19","-70","-33","-17","-58","-44","-2"
"日本人移動者","2021年","伊佐市","","-84","-24","-3","-28","-4","-1","-56","-20","-2"
"日本人移動者","2021年","姶良市","","-164","-126","100","-100","-54","65","-64","-72","35"
"日本人移動者","2021年","鹿児島郡","","-9","5","8","-5","-1","6","-4","6","2"
"日本人移動者","2021年","薩摩郡","","-84","-30","-36","-52","-10","-22","-32","-20","-14"
"日本人移動者","2021年","出水郡","","-42","-22","-8","-20","-6","-1","-22","-16","-7"
"日本人移動者","2021年","姶良郡","","-27","3","-7","-18","6","-5","-9","-3","-2"
"日本人移動者","2021年","曽於郡","","-30","-18","-24","-17","-11","-4","-13","-7","-20"
"日本人移動者","2021年","肝属郡","","-111","-11","-18","-79","10","-23","-32","-21","5"
"日本人移動者","2021年","熊毛郡","","-141","-33","4","-69","-10","5","-72","-23","-1"
"日本人移動者","2021年","大島郡","","-334","-21","89","-187","14","45","-147","-35","44"
"日本人移動者","2021年","沖縄県市部","","-1,156","-629","511","-612","-348","184","-544","-281","327"
"日本人移動者","2021年","沖縄県郡部","","-278","-305","51","-129","-163","11","-149","-142","40"
"日本人移動者","2021年","那覇市","","-296","-296","116","-151","-131","61","-145","-165","55"
"日本人移動者","2021年","宜野湾市","","-17","-44","-26","6","-49","-27","-23","5","1"
"日本人移動者","2021年","石垣市","","-226","78","53","-133","59","17","-93","19","36"
"日本人移動者","2021年","浦添市","","-180","4","57","-97","10","24","-83","-6","33"
"日本人移動者","2021年","名護市","","104","-219","24","41","-134","14","63","-85","10"
"日本人移動者","2021年","糸満市","","-85","-10","47","-42","-14","32","-43","4","15"
"日本人移動者","2021年","沖縄市","","-132","45","93","-67","8","34","-65","37","59"
"日本人移動者","2021年","豊見城市","","-89","-55","10","-55","-55","1","-34","0","9"
"日本人移動者","2021年","うるま市","","-81","-73","-1","-43","-46","-28","-38","-27","27"
"日本人移動者","2021年","宮古島市","","-136","-6","134","-70","12","61","-66","-18","73"
"日本人移動者","2021年","南城市","","-18","-53","4","-1","-8","-5","-17","-45","9"
"日本人移動者","2021年","国頭郡","","-102","-41","-39","-44","-16","-10","-58","-25","-29"
"日本人移動者","2021年","中頭郡","","0","-293","39","15","-191","10","-15","-102","29"
