"","","","/表章項目","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】"
"日本人移動者","2020年","富士市","","-178","-312","-23","-83","-72","-7","-95","-240","-16"
"日本人移動者","2020年","磐田市","","-101","-10","-22","-47","51","-72","-54","-61","50"
"日本人移動者","2020年","焼津市","","-103","-151","8","-56","-45","24","-47","-106","-16"
"日本人移動者","2020年","掛川市","","-74","-101","-35","-37","-11","-5","-37","-90","-30"
"日本人移動者","2020年","藤枝市","","-65","-192","1","-35","-69","-6","-30","-123","7"
"日本人移動者","2020年","御殿場市","","80","-96","-2","100","-21","-20","-20","-75","18"
"日本人移動者","2020年","袋井市","","-50","-29","11","-14","-2","4","-36","-27","7"
"日本人移動者","2020年","下田市","","-38","-23","7","-18","-7","5","-20","-16","2"
"日本人移動者","2020年","裾野市","","1","-36","-43","28","-22","-47","-27","-14","4"
"日本人移動者","2020年","湖西市","","5","-54","-75","6","3","-44","-1","-57","-31"
"日本人移動者","2020年","伊豆市","","-29","-100","-64","-24","-60","-35","-5","-40","-29"
"日本人移動者","2020年","御前崎市","","-18","-86","-59","-4","-19","-48","-14","-67","-11"
"日本人移動者","2020年","菊川市","","-24","-1","23","-8","31","-2","-16","-32","25"
"日本人移動者","2020年","伊豆の国市","","-46","-90","-79","-20","-41","-16","-26","-49","-63"
"日本人移動者","2020年","牧之原市","","-53","-112","-83","-33","-51","-50","-20","-61","-33"
"日本人移動者","2020年","賀茂郡","","-107","-95","-59","-58","-37","-34","-49","-58","-25"
"日本人移動者","2020年","田方郡","","-12","-80","14","-5","-29","1","-7","-51","13"
"日本人移動者","2020年","駿東郡","","-17","-175","-2","2","-97","-37","-19","-78","35"
"日本人移動者","2020年","榛原郡","","-21","-41","-28","-2","-18","-25","-19","-23","-3"
"日本人移動者","2020年","周智郡","","-13","-54","-32","-5","-28","-14","-8","-26","-18"
"日本人移動者","2020年","愛知県市部","","1,539","3,988","-376","1,354","2,491","-887","185","1,497","511"
"日本人移動者","2020年","愛知県郡部","","-90","-336","19","-54","-132","4","-36","-204","15"
"日本人移動者","2020年","名古屋市","","810","6,509","1,681","395","3,289","804","415","3,220","877"
"日本人移動者","2020年","豊橋市","","-108","-301","-151","-68","-118","-103","-40","-183","-48"
"日本人移動者","2020年","岡崎市","","-67","107","-35","0","126","-115","-67","-19","80"
"日本人移動者","2020年","一宮市","","-199","-422","-133","-129","-232","-34","-70","-190","-99"
"日本人移動者","2020年","瀬戸市","","-46","-200","-46","-20","-93","-43","-26","-107","-3"
"日本人移動者","2020年","半田市","","-27","26","-79","-19","39","-50","-8","-13","-29"
"日本人移動者","2020年","春日井市","","32","-173","186","16","-88","120","16","-85","66"
"日本人移動者","2020年","豊川市","","19","-31","70","46","-5","30","-27","-26","40"
"日本人移動者","2020年","津島市","","-42","-188","-78","-20","-93","-29","-22","-95","-49"
"日本人移動者","2020年","碧南市","","2","-56","-110","10","-40","-50","-8","-16","-60"
"日本人移動者","2020年","刈谷市","","303","208","-144","236","145","-177","67","63","33"
"日本人移動者","2020年","豊田市","","529","-351","-961","434","-118","-740","95","-233","-221"
"日本人移動者","2020年","安城市","","97","-41","-42","121","76","-57","-24","-117","15"
"日本人移動者","2020年","西尾市","","47","-202","-202","72","-59","-165","-25","-143","-37"
"日本人移動者","2020年","蒲郡市","","-12","-88","-73","-2","-56","-53","-10","-32","-20"
"日本人移動者","2020年","犬山市","","-7","-117","-95","-7","-59","-37","0","-58","-58"
"日本人移動者","2020年","常滑市","","13","63","-151","-8","6","-58","21","57","-93"
"日本人移動者","2020年","江南市","","-17","-112","-49","-6","-63","-2","-11","-49","-47"
"日本人移動者","2020年","小牧市","","29","2","-246","43","34","-152","-14","-32","-94"
"日本人移動者","2020年","稲沢市","","-36","-144","-15","-17","-29","-58","-19","-115","43"
"日本人移動者","2020年","新城市","","-57","-141","-71","-33","-50","-24","-24","-91","-47"
"日本人移動者","2020年","東海市","","212","-45","-107","225","-32","-135","-13","-13","28"
"日本人移動者","2020年","大府市","","55","60","8","62","67","-16","-7","-7","24"
"日本人移動者","2020年","知多市","","-13","-38","-14","6","-20","5","-19","-18","-19"
"日本人移動者","2020年","知立市","","6","195","115","5","156","69","1","39","46"
"日本人移動者","2020年","尾張旭市","","-13","-107","-6","-12","-63","9","-1","-44","-15"
"日本人移動者","2020年","高浜市","","23","-26","28","49","-31","-15","-26","5","43"
"日本人移動者","2020年","岩倉市","","1","27","131","-4","35","67","5","-8","64"
"日本人移動者","2020年","豊明市","","4","-40","-1","-8","-19","8","12","-21","-9"
"日本人移動者","2020年","日進市","","18","-80","285","11","3","154","7","-83","131"
"日本人移動者","2020年","田原市","","2","-200","-171","17","-146","-106","-15","-54","-65"
"日本人移動者","2020年","愛西市","","-16","-132","-147","-15","-75","-69","-1","-57","-78"
"日本人移動者","2020年","清須市","","8","78","100","-1","32","49","9","46","51"
"日本人移動者","2020年","北名古屋市","","13","81","60","0","58","36","13","23","24"
"日本人移動者","2020年","弥富市","","-19","-20","-12","-7","5","10","-12","-25","-22"
"日本人移動者","2020年","みよし市","","-33","-43","-7","-5","-32","-2","-28","-11","-5"
"日本人移動者","2020年","あま市","","-27","-36","-30","-26","-20","-16","-1","-16","-14"
"日本人移動者","2020年","長久手市","","55","-34","136","13","-39","58","42","5","78"
"日本人移動者","2020年","愛知郡","","-26","-77","-34","-22","-46","-20","-4","-31","-14"
"日本人移動者","2020年","西春日井郡","","-5","27","23","-8","17","-3","3","10","26"
"日本人移動者","2020年","丹羽郡","","12","36","59","12","65","20","0","-29","39"
"日本人移動者","2020年","海部郡","","-44","-8","44","-31","-16","24","-13","8","20"
"日本人移動者","2020年","知多郡","","-3","-315","-120","12","-172","-65","-15","-143","-55"
"日本人移動者","2020年","額田郡","","-17","26","45","-10","29","46","-7","-3","-1"
"日本人移動者","2020年","北設楽郡","","-7","-25","2","-7","-9","2","0","-16","0"
"日本人移動者","2020年","三重県市部","","-538","-1,495","-858","-309","-480","-391","-229","-1,015","-467"
"日本人移動者","2020年","三重県郡部","","-210","-498","-105","-149","-241","-45","-61","-257","-60"
"日本人移動者","2020年","津市","","30","-288","-89","39","-144","-103","-9","-144","14"
"日本人移動者","2020年","四日市市","","-91","391","140","-59","364","104","-32","27","36"
"日本人移動者","2020年","伊勢市","","-53","-254","-27","-10","-140","4","-43","-114","-31"
"日本人移動者","2020年","松阪市","","-120","-250","-101","-89","-105","-30","-31","-145","-71"
"日本人移動者","2020年","桑名市","","-5","-196","-187","-18","-84","-96","13","-112","-91"
"日本人移動者","2020年","鈴鹿市","","-52","-153","-134","-34","-53","-77","-18","-100","-57"
"日本人移動者","2020年","名張市","","-48","-212","-116","-34","-103","-42","-14","-109","-74"
"日本人移動者","2020年","尾鷲市","","-25","-49","-30","-12","-14","-23","-13","-35","-7"
"日本人移動者","2020年","亀山市","","-12","-23","10","-2","-1","28","-10","-22","-18"
"日本人移動者","2020年","鳥羽市","","-16","-72","-53","-19","-34","-25","3","-38","-28"
"日本人移動者","2020年","熊野市","","-36","-33","-4","-19","-9","2","-17","-24","-6"
"日本人移動者","2020年","いなべ市","","29","-77","-38","30","-39","-22","-1","-38","-16"
"日本人移動者","2020年","志摩市","","-72","-167","-75","-37","-78","-37","-35","-89","-38"
"日本人移動者","2020年","伊賀市","","-67","-112","-154","-45","-40","-74","-22","-72","-80"
"日本人移動者","2020年","桑名郡","","-15","-4","-12","-10","5","-9","-5","-9","-3"
"日本人移動者","2020年","員弁郡","","-6","-68","-5","-6","-51","-2","0","-17","-3"
"日本人移動者","2020年","三重郡","","-11","-52","22","-10","-22","11","-1","-30","11"
"日本人移動者","2020年","多気郡","","-29","-106","-23","-23","-48","-11","-6","-58","-12"
"日本人移動者","2020年","度会郡","","-65","-126","-77","-49","-63","-32","-16","-63","-45"
"日本人移動者","2020年","北牟婁郡","","-34","-76","-8","-25","-37","1","-9","-39","-9"
"日本人移動者","2020年","南牟婁郡","","-50","-66","-2","-26","-25","-3","-24","-41","1"
"日本人移動者","2020年","滋賀県市部","","137","-1,349","-184","86","-471","-144","51","-878","-40"
"日本人移動者","2020年","滋賀県郡部","","2","-92","-76","18","-15","-37","-16","-77","-39"
"日本人移動者","2020年","大津市","","84","-392","-1","20","-224","-52","64","-168","51"
"日本人移動者","2020年","彦根市","","61","-138","-101","35","-23","-53","26","-115","-48"
"日本人移動者","2020年","長浜市","","-73","-212","-68","-44","-67","-68","-29","-145","0"
"日本人移動者","2020年","近江八幡市","","15","-37","99","6","3","56","9","-40","43"
"日本人移動者","2020年","草津市","","213","96","-24","158","94","13","55","2","-37"
"日本人移動者","2020年","守山市","","-46","-76","120","-22","-31","50","-24","-45","70"
"日本人移動者","2020年","栗東市","","-8","87","157","-9","18","88","1","69","69"
"日本人移動者","2020年","甲賀市","","-54","-178","-67","-37","-52","-29","-17","-126","-38"
"日本人移動者","2020年","野洲市","","-19","21","-50","-14","47","-31","-5","-26","-19"
"日本人移動者","2020年","湖南市","","9","-54","-55","12","-34","-27","-3","-20","-28"
"日本人移動者","2020年","高島市","","0","-124","-67","8","-52","-31","-8","-72","-36"
"日本人移動者","2020年","東近江市","","-31","-244","-101","-16","-95","-44","-15","-149","-57"
"日本人移動者","2020年","米原市","","-14","-98","-26","-11","-55","-16","-3","-43","-10"
"日本人移動者","2020年","蒲生郡","","19","-111","-67","34","-51","-32","-15","-60","-35"
"日本人移動者","2020年","愛知郡","","-9","72","9","-2","65","-4","-7","7","13"
"日本人移動者","2020年","犬上郡","","-8","-53","-18","-14","-29","-1","6","-24","-17"
"日本人移動者","2020年","京都府市部","","2,126","-1,268","-1,919","1,221","-1,025","-922","905","-243","-997"
"日本人移動者","2020年","京都府郡部","","-99","-403","-132","-54","-192","-65","-45","-211","-67"
"日本人移動者","2020年","京都市","","1,912","885","-1,311","968","57","-587","944","828","-724"
"日本人移動者","2020年","福知山市","","23","-110","-26","31","-18","-22","-8","-92","-4"
"日本人移動者","2020年","舞鶴市","","161","-336","-96","170","-238","-74","-9","-98","-22"
"日本人移動者","2020年","綾部市","","-48","-82","-12","-26","-35","-8","-22","-47","-4"
"日本人移動者","2020年","宇治市","","114","-266","-259","104","-156","-124","10","-110","-135"
"日本人移動者","2020年","宮津市","","-35","-61","-13","-24","-13","-6","-11","-48","-7"
"日本人移動者","2020年","亀岡市","","-14","-201","-80","2","-107","-49","-16","-94","-31"
"日本人移動者","2020年","城陽市","","-19","-120","-20","-9","-48","6","-10","-72","-26"
"日本人移動者","2020年","向日市","","-2","-87","4","0","-35","16","-2","-52","-12"
"日本人移動者","2020年","長岡京市","","-5","-73","13","-11","-28","5","6","-45","8"
"日本人移動者","2020年","八幡市","","-13","-121","-73","-11","-66","-56","-2","-55","-17"
"日本人移動者","2020年","京田辺市","","91","-203","-30","36","-100","-25","55","-103","-5"
"日本人移動者","2020年","京丹後市","","-69","-216","-5","-35","-86","-7","-34","-130","2"
"日本人移動者","2020年","南丹市","","37","-127","-86","23","-45","-36","14","-82","-50"
"日本人移動者","2020年","木津川市","","-7","-150","75","3","-107","45","-10","-43","30"
"日本人移動者","2020年","乙訓郡","","23","-5","45","18","-13","18","5","8","27"
"日本人移動者","2020年","久世郡","","-11","-35","-27","-9","-16","-18","-2","-19","-9"
"日本人移動者","2020年","綴喜郡","","-16","-47","-58","-11","-15","-28","-5","-32","-30"
"日本人移動者","2020年","相楽郡","","-34","-174","-86","-23","-90","-43","-11","-84","-43"
"日本人移動者","2020年","船井郡","","-26","-63","-11","-10","-28","-1","-16","-35","-10"
"日本人移動者","2020年","与謝郡","","-35","-79","5","-19","-30","7","-16","-49","-2"
"日本人移動者","2020年","大阪府市部","","2,816","9,394","3,820","1,226","2,941","1,784","1,590","6,453","2,036"
"日本人移動者","2020年","大阪府郡部","","106","-627","-238","89","-349","-128","17","-278","-110"
"日本人移動者","2020年","大阪市","","1,537","13,423","5,358","580","6,147","2,935","957","7,276","2,423"
"日本人移動者","2020年","堺市","","95","-257","72","6","-276","-36","89","19","108"
"日本人移動者","2020年","岸和田市","","-13","-203","-243","-10","-142","-103","-3","-61","-140"
"日本人移動者","2020年","豊中市","","73","61","485","34","-128","220","39","189","265"
"日本人移動者","2020年","池田市","","124","69","-41","96","48","-65","28","21","24"
"日本人移動者","2020年","吹田市","","240","341","372","115","157","118","125","184","254"
"日本人移動者","2020年","泉大津市","","-10","3","-31","-16","-17","-43","6","20","12"
"日本人移動者","2020年","高槻市","","39","-130","8","27","-115","-24","12","-15","32"
"日本人移動者","2020年","貝塚市","","-55","-216","-145","-35","-108","-76","-20","-108","-69"
"日本人移動者","2020年","守口市","","25","20","103","17","-16","84","8","36","19"
"日本人移動者","2020年","枚方市","","78","-610","-279","22","-317","-172","56","-293","-107"
"日本人移動者","2020年","茨木市","","104","-28","355","57","-104","199","47","76","156"
"日本人移動者","2020年","八尾市","","1","-375","12","13","-261","-29","-12","-114","41"
"日本人移動者","2020年","泉佐野市","","102","-27","-195","56","-85","-94","46","58","-101"
"日本人移動者","2020年","富田林市","","23","-315","-221","-2","-155","-121","25","-160","-100"
"日本人移動者","2020年","寝屋川市","","14","-159","-77","13","-134","-47","1","-25","-30"
"日本人移動者","2020年","河内長野市","","-49","-304","-260","-23","-179","-139","-26","-125","-121"
"日本人移動者","2020年","松原市","","16","-217","-118","4","-146","-67","12","-71","-51"
"日本人移動者","2020年","大東市","","35","-78","-123","33","-105","-78","2","27","-45"
"日本人移動者","2020年","和泉市","","33","-453","-288","49","-277","-187","-16","-176","-101"
"日本人移動者","2020年","箕面市","","104","-97","-154","55","-55","-120","49","-42","-34"
"日本人移動者","2020年","柏原市","","58","-134","-83","29","-61","-28","29","-73","-55"
"日本人移動者","2020年","羽曳野市","","27","-176","-190","-3","-84","-83","30","-92","-107"
"日本人移動者","2020年","門真市","","23","-30","-48","11","-9","-23","12","-21","-25"
"日本人移動者","2020年","摂津市","","49","106","52","28","13","0","21","93","52"
"日本人移動者","2020年","高石市","","9","-58","-22","4","-34","-35","5","-24","13"
"日本人移動者","2020年","藤井寺市","","5","-48","-6","-8","-43","-26","13","-5","20"
"日本人移動者","2020年","東大阪市","","171","45","-148","82","-101","9","89","146","-157"
"日本人移動者","2020年","泉南市","","-8","-127","-64","-10","-87","-16","2","-40","-48"
"日本人移動者","2020年","四條畷市","","17","-155","-49","5","-74","-41","12","-81","-8"
"日本人移動者","2020年","交野市","","-12","-175","-27","-14","-97","-21","2","-78","-6"
"日本人移動者","2020年","大阪狭山市","","14","-151","-61","29","-124","-47","-15","-27","-14"
"日本人移動者","2020年","阪南市","","-53","-151","-124","-18","-90","-60","-35","-61","-64"
"日本人移動者","2020年","三島郡","","-16","-67","83","-11","-25","42","-5","-42","41"
"日本人移動者","2020年","豊能郡","","-25","-137","-94","-16","-59","-48","-9","-78","-46"
"日本人移動者","2020年","泉北郡","","-7","-16","-7","-4","-2","-3","-3","-14","-4"
"日本人移動者","2020年","泉南郡","","142","-280","-150","113","-188","-91","29","-92","-59"
"日本人移動者","2020年","南河内郡","","12","-127","-70","7","-75","-28","5","-52","-42"
"日本人移動者","2020年","兵庫県市部","","272","-5,133","-2,593","71","-3,214","-1,429","201","-1,919","-1,164"
"日本人移動者","2020年","兵庫県郡部","","-193","-854","-252","-104","-367","-125","-89","-487","-127"
"日本人移動者","2020年","神戸市","","306","-54","-1,277","86","-412","-693","220","358","-584"
"日本人移動者","2020年","姫路市","","-39","-455","-182","1","-120","-109","-40","-335","-73"
"日本人移動者","2020年","尼崎市","","177","714","422","80","286","229","97","428","193"
"日本人移動者","2020年","明石市","","-82","-155","368","-56","-71","199","-26","-84","169"
"日本人移動者","2020年","西宮市","","256","-607","55","142","-568","-12","114","-39","67"
"日本人移動者","2020年","洲本市","","-34","-87","-50","-12","-39","-20","-22","-48","-30"
"日本人移動者","2020年","芦屋市","","19","-257","-43","22","-145","-33","-3","-112","-10"
"日本人移動者","2020年","伊丹市","","145","-192","46","102","-136","16","43","-56","30"
"日本人移動者","2020年","相生市","","-8","-81","-44","2","-44","-11","-10","-37","-33"
"日本人移動者","2020年","豊岡市","","-73","-236","-33","-52","-76","-17","-21","-160","-16"
"日本人移動者","2020年","加古川市","","13","-301","-97","25","-169","-65","-12","-132","-32"
"日本人移動者","2020年","赤穂市","","-7","-162","-73","-13","-60","-33","6","-102","-40"
"日本人移動者","2020年","西脇市","","-36","-121","-46","-18","-58","-17","-18","-63","-29"
"日本人移動者","2020年","宝塚市","","14","-446","-237","-31","-266","-86","45","-180","-151"
"日本人移動者","2020年","三木市","","-10","-231","-107","-15","-128","-48","5","-103","-59"
"日本人移動者","2020年","高砂市","","11","-175","-121","23","-93","-79","-12","-82","-42"
"日本人移動者","2020年","川西市","","-105","-371","-214","-61","-200","-128","-44","-171","-86"
"日本人移動者","2020年","小野市","","-25","-103","-78","-7","-55","-29","-18","-48","-49"
"日本人移動者","2020年","三田市","","39","-394","-427","16","-225","-218","23","-169","-209"
"日本人移動者","2020年","加西市","","-30","-107","-77","-12","-35","-54","-18","-72","-23"
"日本人移動者","2020年","丹波篠山市","","-27","-146","-50","-10","-76","-20","-17","-70","-30"
"日本人移動者","2020年","養父市","","-24","-85","-13","-13","-43","1","-11","-42","-14"
"日本人移動者","2020年","丹波市","","-70","-170","-66","-36","-57","-65","-34","-113","-1"
"日本人移動者","2020年","南あわじ市","","-4","-177","-33","-4","-98","-25","0","-79","-8"
"日本人移動者","2020年","朝来市","","-40","-121","-17","-19","-64","-4","-21","-57","-13"
"日本人移動者","2020年","淡路市","","1","-94","-57","3","-24","-29","-2","-70","-28"
"日本人移動者","2020年","宍粟市","","-56","-175","-24","-40","-94","-15","-16","-81","-9"
"日本人移動者","2020年","加東市","","5","-142","-5","1","-41","-4","4","-101","-1"
"日本人移動者","2020年","たつの市","","-44","-202","-113","-33","-103","-60","-11","-99","-53"
"日本人移動者","2020年","川辺郡","","-20","-161","-86","-7","-84","-32","-13","-77","-54"
"日本人移動者","2020年","多可郡","","-31","-76","-43","-23","-20","-15","-8","-56","-28"
"日本人移動者","2020年","加古郡","","-38","-134","-3","-16","-69","-5","-22","-65","2"
"日本人移動者","2020年","神崎郡","","-19","-143","-33","-8","-59","-9","-11","-84","-24"
"日本人移動者","2020年","揖保郡","","-15","-77","31","-13","-20","2","-2","-57","29"
"日本人移動者","2020年","赤穂郡","","-20","-37","-23","-15","-14","-6","-5","-23","-17"
"日本人移動者","2020年","佐用郡","","-15","-67","-28","-3","-27","-20","-12","-40","-8"
"日本人移動者","2020年","美方郡","","-35","-159","-67","-19","-74","-40","-16","-85","-27"
"日本人移動者","2020年","奈良県市部","","101","-2,193","-1,132","-16","-1,197","-594","117","-996","-538"
"日本人移動者","2020年","奈良県郡部","","-92","-529","-338","-83","-273","-158","-9","-256","-180"
"日本人移動者","2020年","奈良市","","80","-579","-406","1","-276","-229","79","-303","-177"
"日本人移動者","2020年","大和高田市","","1","-102","-148","-5","-52","-69","6","-50","-79"
"日本人移動者","2020年","大和郡山市","","-12","-119","-63","-11","-59","-16","-1","-60","-47"
"日本人移動者","2020年","天理市","","170","-327","-236","97","-193","-118","73","-134","-118"
"日本人移動者","2020年","橿原市","","10","-158","39","8","-108","1","2","-50","38"
"日本人移動者","2020年","桜井市","","3","-108","-52","-2","-64","-43","5","-44","-9"
"日本人移動者","2020年","五條市","","-42","-108","-87","-22","-56","-41","-20","-52","-46"
"日本人移動者","2020年","御所市","","-11","-41","-68","-2","-19","-34","-9","-22","-34"
"日本人移動者","2020年","生駒市","","-22","-305","-111","-21","-171","-55","-1","-134","-56"
"日本人移動者","2020年","香芝市","","-34","-178","24","-39","-111","21","5","-67","3"
"日本人移動者","2020年","葛城市","","-7","-61","59","-4","-35","12","-3","-26","47"
"日本人移動者","2020年","宇陀市","","-35","-107","-83","-16","-53","-23","-19","-54","-60"
"日本人移動者","2020年","山辺郡","","-5","-8","-8","-3","-4","-3","-2","-4","-5"
"日本人移動者","2020年","生駒郡","","12","-120","-76","-13","-49","-24","25","-71","-52"
"日本人移動者","2020年","磯城郡","","-8","-88","-22","-3","-38","-20","-5","-50","-2"
"日本人移動者","2020年","宇陀郡","","2","-5","-4","2","1","-5","0","-6","1"
"日本人移動者","2020年","高市郡","","-4","-16","-32","-3","-6","-10","-1","-10","-22"
"日本人移動者","2020年","北葛城郡","","-42","-208","-87","-36","-136","-60","-6","-72","-27"
"日本人移動者","2020年","吉野郡","","-47","-84","-109","-27","-41","-36","-20","-43","-73"
"日本人移動者","2020年","和歌山県市部","","-413","-1,290","-407","-259","-606","-245","-154","-684","-162"
"日本人移動者","2020年","和歌山県郡部","","-202","-556","-172","-100","-198","-57","-102","-358","-115"
"日本人移動者","2020年","和歌山市","","-93","-248","-48","-57","-110","-77","-36","-138","29"
"日本人移動者","2020年","海南市","","-40","-105","-62","-24","-55","-37","-16","-50","-25"
"日本人移動者","2020年","橋本市","","-36","-167","-102","-19","-85","-47","-17","-82","-55"
"日本人移動者","2020年","有田市","","-38","-98","-47","-23","-60","-22","-15","-38","-25"
"日本人移動者","2020年","御坊市","","13","-76","-32","-1","-32","-10","14","-44","-22"
"日本人移動者","2020年","田辺市","","-117","-208","-41","-67","-91","-7","-50","-117","-34"
"日本人移動者","2020年","新宮市","","-43","-57","1","-29","-23","7","-14","-34","-6"
"日本人移動者","2020年","紀の川市","","-46","-197","-46","-28","-86","-30","-18","-111","-16"
"日本人移動者","2020年","岩出市","","-13","-134","-30","-11","-64","-22","-2","-70","-8"
"日本人移動者","2020年","海草郡","","-6","-26","-18","0","-9","-5","-6","-17","-13"
"日本人移動者","2020年","伊都郡","","-6","-70","-33","-1","-36","-20","-5","-34","-13"
"日本人移動者","2020年","有田郡","","-27","-114","-39","-17","-22","10","-10","-92","-49"
"日本人移動者","2020年","日高郡","","-56","-172","-51","-17","-73","-29","-39","-99","-22"
"日本人移動者","2020年","西牟婁郡","","-59","-80","-7","-41","-28","-12","-18","-52","5"
"日本人移動者","2020年","東牟婁郡","","-48","-94","-24","-24","-30","-1","-24","-64","-23"
"日本人移動者","2020年","鳥取県市部","","-121","-485","-117","-13","-290","-70","-108","-195","-47"
"日本人移動者","2020年","鳥取県郡部","","-229","-412","-138","-133","-183","-84","-96","-229","-54"
"日本人移動者","2020年","鳥取市","","13","-325","-117","33","-183","-73","-20","-142","-44"
"日本人移動者","2020年","米子市","","-81","-31","47","-43","-63","42","-38","32","5"
"日本人移動者","2020年","倉吉市","","-27","-78","-52","-6","-38","-46","-21","-40","-6"
"日本人移動者","2020年","境港市","","-26","-51","5","3","-6","7","-29","-45","-2"
"日本人移動者","2020年","岩美郡","","-4","-28","-7","-6","-3","-6","2","-25","-1"
"日本人移動者","2020年","八頭郡","","-48","-95","-42","-24","-40","-23","-24","-55","-19"
"日本人移動者","2020年","東伯郡","","-99","-162","-55","-62","-95","-35","-37","-67","-20"
"日本人移動者","2020年","西伯郡","","-66","-104","-20","-33","-38","-17","-33","-66","-3"
"日本人移動者","2020年","日野郡","","-12","-23","-14","-8","-7","-3","-4","-16","-11"
"日本人移動者","2020年","島根県市部","","-330","-1,165","-123","-178","-584","-71","-152","-581","-52"
"日本人移動者","2020年","島根県郡部","","-62","-145","-30","-16","-49","-14","-46","-96","-16"
"日本人移動者","2020年","松江市","","116","-449","-23","65","-248","-3","51","-201","-20"
"日本人移動者","2020年","浜田市","","-24","-150","-13","0","-81","0","-24","-69","-13"
"日本人移動者","2020年","出雲市","","-121","-121","-33","-85","-58","-50","-36","-63","17"
"日本人移動者","2020年","益田市","","-96","-77","19","-51","-24","9","-45","-53","10"
"日本人移動者","2020年","大田市","","-63","-75","-24","-30","-29","-7","-33","-46","-17"
"日本人移動者","2020年","安来市","","-70","-100","-28","-45","-35","-13","-25","-65","-15"
"日本人移動者","2020年","江津市","","-15","-64","11","-9","-32","-3","-6","-32","14"
"日本人移動者","2020年","雲南市","","-57","-129","-32","-23","-77","-4","-34","-52","-28"
"日本人移動者","2020年","仁多郡","","15","-74","-30","16","-41","-20","-1","-33","-10"
"日本人移動者","2020年","飯石郡","","-4","-3","1","-2","-2","0","-2","-1","1"
"日本人移動者","2020年","邑智郡","","-36","-41","-9","-25","-20","2","-11","-21","-11"
"日本人移動者","2020年","鹿足郡","","-9","-29","-6","2","-6","-3","-11","-23","-3"
"日本人移動者","2020年","隠岐郡","","-28","2","14","-7","20","7","-21","-18","7"
"日本人移動者","2020年","岡山県市部","","43","-1,156","-490","-70","-472","-188","113","-684","-302"
"日本人移動者","2020年","岡山県郡部","","-113","-225","-123","-69","-137","-39","-44","-88","-84"
"日本人移動者","2020年","岡山市","","324","300","2","152","54","37","172","246","-35"
"日本人移動者","2020年","倉敷市","","-18","-28","143","7","34","66","-25","-62","77"
"日本人移動者","2020年","津山市","","-98","-214","-58","-80","-74","-6","-18","-140","-52"
"日本人移動者","2020年","玉野市","","-24","-66","-124","-7","-10","-61","-17","-56","-63"
"日本人移動者","2020年","笠岡市","","-39","-140","-35","-21","-59","-23","-18","-81","-12"
"日本人移動者","2020年","井原市","","-33","-57","-46","-28","-14","-29","-5","-43","-17"
"日本人移動者","2020年","総社市","","35","-65","-18","14","-36","-1","21","-29","-17"
"日本人移動者","2020年","高梁市","","78","-235","-56","50","-112","-28","28","-123","-28"
"日本人移動者","2020年","新見市","","8","-85","-35","-12","-27","-19","20","-58","-16"
"日本人移動者","2020年","備前市","","-31","-103","-99","-21","-40","-59","-10","-63","-40"
"日本人移動者","2020年","瀬戸内市","","-32","-95","-19","-24","-34","0","-8","-61","-19"
"日本人移動者","2020年","赤磐市","","-45","-119","-14","-39","-49","0","-6","-70","-14"
"日本人移動者","2020年","真庭市","","-68","-131","-50","-46","-55","-31","-22","-76","-19"
"日本人移動者","2020年","美作市","","-1","-66","-45","-3","-36","-23","2","-30","-22"
"日本人移動者","2020年","浅口市","","-13","-52","-36","-12","-14","-11","-1","-38","-25"
"日本人移動者","2020年","和気郡","","-22","-44","-17","-13","-29","-10","-9","-15","-7"
"日本人移動者","2020年","都窪郡","","-5","-24","24","-3","-15","16","-2","-9","8"
"日本人移動者","2020年","浅口郡","","-9","-28","-3","-5","-9","-3","-4","-19","0"
"日本人移動者","2020年","小田郡","","-24","-54","-43","-16","-32","-13","-8","-22","-30"
"日本人移動者","2020年","真庭郡","","-1","-2","-6","-1","-1","-4","0","-1","-2"
"日本人移動者","2020年","苫田郡","","-9","-7","2","-6","-6","2","-3","-1","0"
"日本人移動者","2020年","勝田郡","","18","8","-14","16","-8","-1","2","16","-13"
"日本人移動者","2020年","英田郡","","-2","-2","-2","-2","-1","2","0","-1","-4"
"日本人移動者","2020年","久米郡","","-27","-41","-40","-13","-26","-11","-14","-15","-29"
"日本人移動者","2020年","加賀郡","","-32","-31","-24","-26","-10","-17","-6","-21","-7"
"日本人移動者","2020年","広島県市部","","227","-2,174","-931","305","-891","-471","-78","-1,283","-460"
"日本人移動者","2020年","広島県郡部","","-42","-243","74","-39","-106","6","-3","-137","68"
"日本人移動者","2020年","広島市","","213","175","78","106","94","123","107","81","-45"
"日本人移動者","2020年","呉市","","142","-565","-514","159","-358","-265","-17","-207","-249"
"日本人移動者","2020年","竹原市","","-16","-83","-67","-3","-46","-40","-13","-37","-27"
"日本人移動者","2020年","三原市","","-75","-162","-36","-50","-58","-23","-25","-104","-13"
"日本人移動者","2020年","尾道市","","12","-429","-80","22","-203","-43","-10","-226","-37"
"日本人移動者","2020年","福山市","","-92","-281","-176","-26","-89","-153","-66","-192","-23"
"日本人移動者","2020年","府中市","","-43","-116","-79","-22","-38","-37","-21","-78","-42"
"日本人移動者","2020年","三次市","","-60","-99","29","-39","-11","20","-21","-88","9"
